row_number,level,reason,raw
577,warning,cantidad negativa -3; se cargo como 0,"{'Articulo': 'TINTA JHOROMI 1/2 LITRO MAGENTA Pza.', 'codebarre': '0.5M'}"
598,warning,cantidad negativa -51; se cargo como 0,"{'Articulo': 'PAPEL DOBLE CARA Satura 50 hojas Pza.', 'codebarre': 'doble'}"
608,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'CARTUCHO IMPRESORA FOTOS FULLCOLORS E-376 Pza.', 'codebarre': 'CARTU'}"
624,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'ARO DE LUZ DE MESA FILLING M-20 Pza.', 'codebarre': 'M20'}"
631,warning,cantidad negativa -139; se cargo como 0,"{'Articulo': 'CD IMPRIMIBLE MELODY 700 MB Pza.', 'codebarre': 'CDIMPMEL'}"
646,warning,cantidad negativa -2; se cargo como 0,"{'Articulo': 'Detector de Billetes UYESIDO DHX0008 Pza.', 'codebarre': '1977'}"
649,warning,cantidad negativa -10; se cargo como 0,"{'Articulo': 'FLASH MEMORY SANDISK 32 GB METAL Pza.', 'codebarre': '619659136697'}"
686,warning,cantidad negativa -79; se cargo como 0,"{'Articulo': 'CD IMPRIMIBLE SMART 700 MB PZAS', 'codebarre': 'SMS'}"
689,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'UPS 1000 VA ABRELEX 1002 Pza.', 'codebarre': 'SS'}"
693,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'Bateria NIKON ENEL 20 Pza.', 'codebarre': '018208257805'}"
694,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'ADAPTADOR USB - RED KNUP RJ45 Pza.', 'codebarre': 'RED'}"
715,warning,cantidad negativa -2; se cargo como 0,"{'Articulo': 'Cartucho Canon XL 145 Pza.', 'codebarre': '013803215458'}"
719,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'softbox godox 4 FOCOA Pza.', 'codebarre': 'FEF'}"
720,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'CABLE DE RED KNUP TP6 10 M Pza.', 'codebarre': 'RED10'}"
722,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'CABLE DE RED KNUP TP6 20 M Pza.', 'codebarre': 'RED20'}"
724,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'Cargador + 2 pilas AAA GP AAA 2100mAh RECARGABLE Pza.', 'codebarre': '4891199192913'}"
734,warning,cantidad negativa -2; se cargo como 0,"{'Articulo': 'Afeitadora PHILIPS AT 620 Pza.', 'codebarre': '8710103619338'}"
742,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'Memoria SD SANDISK 32 GB / 90MBs EXTREME Pza.', 'codebarre': '619659147037'}"
748,warning,cantidad negativa -2; se cargo como 0,"{'Articulo': 'PLANCHA DE PELO DAMOTEC DM-205 Pza.', 'codebarre': '8211808831006'}"
755,warning,cantidad negativa -8; se cargo como 0,"{'Articulo': 'DVD 4.7GB Value IMPRIMIBLE', 'codebarre': 'DVDEJKI'}"
757,warning,cantidad negativa -2; se cargo como 0,"{'Articulo': 'CARGADOR +2 PILAS AA Y 2 AAA', 'codebarre': '4891199197260'}"
781,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'TAPAS DVD COLOR BLANCO 14 MM 2 JMAX Pza.', 'codebarre': 'TAPACOLORB14'}"
785,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'BALANZA PERSONAL ECONOMICA', 'codebarre': 'balanza'}"
788,warning,cantidad negativa -4; se cargo como 0,"{'Articulo': 'FLASH MEMORI hp 32GB 3.1', 'codebarre': 'FLASH3.0'}"
794,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'FLASH MEMORY HP 128GB 3.1', 'codebarre': '4712847098107'}"
795,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'ANTENA WIFI', 'codebarre': 'ANTENA'}"
799,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'MONOPIE VIVITAR 72 PULGADAS', 'codebarre': 'mono72'}"
801,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'MONOPIE VIVITAR 67 67"" Pza.', 'codebarre': '681066856314'}"
811,warning,cantidad negativa -3; se cargo como 0,"{'Articulo': 'PILA ALCALINA LR1130', 'codebarre': '810026280054'}"
812,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'BATERIA 9V TOSHIBA', 'codebarre': '4904530588785'}"
824,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'CABLE IMPRESORA 3MTS Pza.', 'codebarre': 'IMPRESORA'}"
828,warning,cantidad negativa -2; se cargo como 0,"{'Articulo': 'MEMORIA MICRO SD kingston 8GB', 'codebarre': 'kin'}"
829,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'FLASH MEMORY SANDISK 64 GB 3.0 ULTRA FLAIR Pza.', 'codebarre': '619659136703'}"
833,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'LED PARA FILMADORA 180', 'codebarre': '026127771210'}"
844,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'Espliter HDMI 1a2 GENERICO Pza.', 'codebarre': 'espliter'}"
847,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'Calculadora Casio FX 82LA 252 funciones', 'codebarre': '4549526608933'}"
857,warning,cantidad negativa -2; se cargo como 0,"{'Articulo': 'ARO LED MJ33', 'codebarre': 'AROLED'}"
859,warning,cantidad negativa -5; se cargo como 0,"{'Articulo': 'CONTROL REMOTO TV LG', 'codebarre': 'controltv'}"
878,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'SECADORA BABYLISS PRO', 'codebarre': 'BABY'}"
885,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'COOLER PARA PORTATIL', 'codebarre': 'coler'}"
887,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'BATERIA PANASONIC VBT380', 'codebarre': '5025232562374'}"
891,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'Flash Memory San Disk 64 GB OTG TIPO C Pza.', 'codebarre': 'otg64'}"
893,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'Tapas Dvd JMAX 8 Uds Pza.', 'codebarre': 'tapa de 8'}"
893,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'Tapas Dvd JMAX 8 Uds Pza.', 'codebarre': 'tapa de 8'}"
894,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'BATERIA CAMARA JVC 823AC Pza.', 'codebarre': 'jvc'}"
908,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'BATERIA CAMARA CANON E6 Pza.', 'codebarre': 'E6'}"
923,warning,codebarre duplicado; se sobrescribira el mismo documento,"{'Articulo': 'Cargador + 2 pilas AAA +2 PILAS GP AA RECARGABLE Pza.', 'codebarre': '4891199197260'}"
934,warning,cantidad negativa -1; se cargo como 0,"{'Articulo': 'RELOJ DIGITAL ROJO JH2315 za.', 'codebarre': 'ROJO'}"
